frame,key_pressed
580,none
581,none
582,none
583,none
584,DOWN
585,none
586,none
587,none
588,none
589,none
590,none
591,none
592,none
593,none
594,LEFT
595,UP
596,none
597,none
598,none
599,none
600,none
601,none
602,none
603,none
604,none
605,RIGHT
606,none
607,none
608,none
609,none
610,none
611,none
612,none
613,none
614,none
615,none
616,none
617,none
618,none
619,none
620,none
621,none
622,none
623,none
624,none
625,none
626,none
627,none
628,none
629,none
630,DOWN
631,none
632,none
633,none
634,none
635,none
636,none
637,none
638,none
639,none
640,none
641,none
642,none
643,none
644,none
645,none
646,none
647,LEFT
648,none
649,none
650,none
651,none
652,none
653,none
654,none
655,none
656,none
657,none
658,none
659,none
660,UP
661,none
662,none
663,none
664,none
665,none
666,none
667,none
668,none
669,none
670,none
671,none
672,none
673,none
674,LEFT
675,none
676,none
677,none
678,none
679,none
680,none
681,none
682,none
683,UP
684,none
685,RIGHT
686,none
687,none
688,none
689,none
690,none
691,DOWN
