frame,key_pressed
354,LEFT
355,none
356,none
357,none
358,none
359,UP
360,none
361,none
362,none
363,none
364,RIGHT
365,none
366,none
367,DOWN
368,none
369,none
370,none
371,none
372,none
373,DOWN
374,none
375,none
376,RIGHT
377,none
378,none
379,none
380,UP
381,none
382,none
383,none
384,none
385,RIGHT
386,none
387,none
388,none
389,DOWN
390,none
391,none
392,none
393,LEFT
394,none
395,none
396,none
397,none
398,none
399,UP
400,none
401,none
402,none
403,LEFT
404,none
405,none
406,none
407,none
408,none
409,none
410,none
411,none
412,none
413,none
414,none
415,none
416,none
417,UP
418,none
419,none
420,none
421,none
422,none
423,none
424,RIGHT
425,none
426,none
427,none
428,none
429,none
430,none
431,UP
432,LEFT
433,none
434,none
435,none
436,none
437,none
438,none
439,none
440,DOWN
441,none
442,none
443,none
444,RIGHT
445,none
446,none
447,none
448,none
449,none
450,none
451,none
452,none
453,none
454,none
455,DOWN
456,none
457,LEFT
458,none
459,none
460,none
461,UP
462,none
463,none
464,RIGHT
465,none
466,none
467,DOWN
468,none
469,none
470,none
471,none
472,RIGHT
473,none
474,none
475,none
476,none
477,DOWN
478,none
479,none
480,LEFT
481,none
482,none
483,UP
484,none
485,none
486,none
487,LEFT
488,none
489,none
490,none
491,DOWN
492,none
493,none
494,RIGHT
495,none
496,none
497,none
498,none
499,none
500,none
501,none
502,none
503,none
504,none
505,none
506,none
507,none
508,none
509,none
510,none
511,none
512,DOWN
513,none
514,none
515,none
516,DOWN
517,none
518,none
519,none
520,none
521,none
522,none
523,LEFT
524,none
525,none
526,none
527,none
528,UP
529,none
530,none
531,RIGHT
532,none
533,none
534,none
535,none
536,none
537,none
538,DOWN
539,LEFT
540,none
541,none
542,none
543,none
544,none
545,none
546,UP
547,none
548,RIGHT
549,none
550,none
551,none
552,none
553,none
554,DOWN
555,LEFT
556,none
557,none
558,none
559,none
560,none
561,UP
562,RIGHT
563,none
564,none
565,none
566,none
567,none
568,none
569,DOWN
570,LEFT
571,none
572,none
573,none
574,none
575,none
576,none
577,UP
578,RIGHT
579,none
580,none
581,none
582,none
583,none
584,DOWN
585,LEFT
586,none
587,none
588,none
589,none
590,none
591,none
592,UP
593,RIGHT
594,none
595,none
596,none
597,none
598,none
599,DOWN
600,LEFT
601,none
602,none
603,none
604,none
605,none
606,UP
607,none
608,RIGHT
609,none
610,none
611,none
612,none
613,none
614,none
615,DOWN
616,none
617,LEFT
618,none
619,none
620,none
621,none
622,none
623,UP
624,none
625,RIGHT
626,none
627,none
628,none
629,DOWN
630,none
631,none
632,LEFT
633,none
634,none
635,none
636,UP
637,none
638,none
639,RIGHT
640,none
641,none
642,none
643,DOWN
644,none
645,none
646,LEFT
647,none
648,none
649,UP
650,none
651,none
652,RIGHT
653,none
654,none
655,DOWN
656,none
657,none
658,none
659,LEFT
660,none
661,none
662,UP
663,none
664,none
665,RIGHT
666,none
667,none
668,DOWN
669,none
670,none
671,LEFT
672,none
673,none
674,UP
675,none
676,none
677,RIGHT
678,none
679,none
680,DOWN
681,none
682,none
683,LEFT
684,none
685,none
686,UP
687,none
688,RIGHT
689,none
