frame,key_pressed
595,none
596,none
597,UP
598,none
599,LEFT
600,none
601,none
602,none
603,none
604,none
605,none
606,none
607,none
608,DOWN
609,none
610,none
611,none
612,none
613,RIGHT
614,none
615,none
616,none
617,none
618,none
619,none
620,none
621,none
622,none
623,none
624,none
625,UP
626,none
627,none
628,none
629,none
630,none
631,none
632,none
633,LEFT
634,none
635,none
636,none
637,none
638,none
639,DOWN
640,none
641,none
642,none
643,none
644,RIGHT
645,none
646,none
647,none
648,none
649,UP
650,none
651,none
652,LEFT
653,none
654,UP
655,none
656,RIGHT
657,none
658,none
659,none
660,none
661,DOWN
662,none
663,none
664,none
665,none
666,none
667,none
668,none
669,none
670,none
671,none
672,none
673,none
674,none
675,none
676,none
677,none
678,none
679,none
680,none
681,none
682,none
683,none
684,none
685,none
686,LEFT
687,none
688,none
689,none
690,none
691,none
692,none
693,none
694,none
695,none
696,none
697,none
698,UP
699,RIGHT
700,none
701,none
702,none
703,none
704,none
705,none
706,none
707,none
708,none
709,none
710,none
711,UP
712,none
713,none
714,none
715,none
716,LEFT
717,none
718,none
719,none
720,none
721,none
722,none
723,none
724,none
725,none
726,UP
727,none
728,none
729,none
730,none
731,none
732,none
733,none
734,none
735,none
736,none
737,none
738,none
739,none
740,none
741,none
742,none
743,none
744,none
745,LEFT
746,none
747,none
748,none
749,none
750,none
751,none
752,none
753,none
754,none
755,none
756,none
757,UP
758,none
759,none
